sic_code,sic_group_name,fama_sic_start,fama_sic_end,sic_fama_desc,fama_ind49,fama_grpdesc
5099,"Durable Goods, Not Elsewhere Classified",5099,5099,Wholesale - durable goods,42,Whlsl Wholesale
5099,Office of Trade & Services,5099,5099,Wholesale - durable goods,42,Whlsl Wholesale
5110,Office of Trade & Services,5110,5113,Wholesale - paper and paper products,42,Whlsl Wholesale
5111,Printing and Writing Paper,5110,5113,Wholesale - paper and paper products,42,Whlsl Wholesale
5112,Stationery and Office Supplies,5110,5113,Wholesale - paper and paper products,42,Whlsl Wholesale
5113,Industrial and Personal Service Paper,5110,5113,Wholesale - paper and paper products,42,Whlsl Wholesale
5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",5120,5122,Wholesale - drugs & drug proprietaries,42,Whlsl Wholesale
5122,Office of Trade & Services,5120,5122,Wholesale - drugs & drug proprietaries,42,Whlsl Wholesale
5130,Office of Trade & Services,5130,5139,"Wholesale - apparel, piece goods & notions",42,Whlsl Wholesale
5131,"Piece Goods, Notions, and Other Dry Good",5130,5139,"Wholesale - apparel, piece goods & notions",42,Whlsl Wholesale
5136,Men's and Boy's Clothing and Furnishings,5130,5139,"Wholesale - apparel, piece goods & notions",42,Whlsl Wholesale
5137,"Women's, Children's, and Infants' Clothing and Accessories",5130,5139,"Wholesale - apparel, piece goods & notions",42,Whlsl Wholesale
5139,Footwear,5130,5139,"Wholesale - apparel, piece goods & notions",42,Whlsl Wholesale
5140,Office of Trade & Services,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5141,"Groceries, General Line",5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5141,Office of Trade & Services,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5142,Packaged Frozen Foods,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5143,"Dairy Products, Except Dried or Canned",5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5144,Poultry and Poultry Products,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5145,Confectionery,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5146,Fish and Seafoods,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5147,Meats and Meat Products,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5148,Fresh Fruits and Vegetables,5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5149,"Groceries and Related Products, Not Elsewhere Classified",5140,5149,Wholesale - groceries & related products,42,Whlsl Wholesale
5150,Office of Trade & Services,5150,5159,Wholesale - farm product raw materials,42,Whlsl Wholesale
5153,Grain and Field Beans,5150,5159,Wholesale - farm product raw materials,42,Whlsl Wholesale
5154,Livestock,5150,5159,Wholesale - farm product raw materials,42,Whlsl Wholesale
5159,"Farm-Product Raw Materials, Not Elsewhere Classified",5150,5159,Wholesale - farm product raw materials,42,Whlsl Wholesale
5160,Office of Trade & Services,5160,5169,Wholesale - chemicals & allied products,42,Whlsl Wholesale
5162,Plastics Materials and Basic Forms and Shapes,5160,5169,Wholesale - chemicals & allied products,42,Whlsl Wholesale
5169,"Chemicals and Allied Products, Not Elsewhere Classified",5160,5169,Wholesale - chemicals & allied products,42,Whlsl Wholesale
5171,Petroleum Bulk stations and Terminals,5170,5172,Wholesale - petroleum and petroleum products,42,Whlsl Wholesale
5171,Office of Trade & Services,5170,5172,Wholesale - petroleum and petroleum products,42,Whlsl Wholesale
5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",5170,5172,Wholesale - petroleum and petroleum products,42,Whlsl Wholesale
5172,Office of Trade & Services,5170,5172,Wholesale - petroleum and petroleum products,42,Whlsl Wholesale
5180,Office of Trade & Services,5180,5182,"Wholesale - beer, wine & distilled alcoholic beverages",42,Whlsl Wholesale
5181,Beer and Ale,5180,5182,"Wholesale - beer, wine & distilled alcoholic beverages",42,Whlsl Wholesale
5182,Wine and Distilled Alcoholic Beverages,5180,5182,"Wholesale - beer, wine & distilled alcoholic beverages",42,Whlsl Wholesale
5190,Office of Trade & Services,5190,5199,Wholesale - Misc nondurable goods,42,Whlsl Wholesale
5191,Farm Supplies,5190,5199,Wholesale - Misc nondurable goods,42,Whlsl Wholesale
5192,"Books, Periodicals, and Newspapers",5190,5199,Wholesale - Misc nondurable goods,42,Whlsl Wholesale
5193,"Flowers, Nursery Stock, and Florists' Supplies",5190,5199,Wholesale - Misc nondurable goods,42,Whlsl Wholesale
5194,Tobacco and Tobacco Products,5190,5199,Wholesale - Misc nondurable goods,42,Whlsl Wholesale
5198,"Paints, Varnishes, and Supplies",5190,5199,Wholesale - Misc nondurable goods,42,Whlsl Wholesale
5199,"Nondurable Goods, Not Elsewhere Classified",5190,5199,Wholesale - Misc nondurable goods,42,Whlsl Wholesale
5200,Office of Trade & Services,5200,5200,"Retail - retail-building materials, hardware, garden supply",43,Rtail Retail
5211,Lumber and Other Building Materials Dealers,5210,5219,Retail - lumber & other building materials,43,Rtail Retail
5211,Office of Trade & Services,5210,5219,Retail - lumber & other building materials,43,Rtail Retail
5231,"Paint, Glass, and Wallpaper Stores",5230,5231,"Retail - paint, glass & wallpaper stores",43,Rtail Retail
5251,Hardware Stores,5250,5251,Retail - hardware stores,43,Rtail Retail
5261,"Retail Nurseries, Lawn and Garden Supply Stores",5260,5261,"Retail - nurseries, lawn & garden supply stores",43,Rtail Retail
5271,Mobile Home Dealers,5270,5271,Retail - mobile home dealers,43,Rtail Retail
5271,Office of Trade & Services,5270,5271,Retail - mobile home dealers,43,Rtail Retail
5311,Department Stores,5310,5311,Retail - department stores,43,Rtail Retail
5311,Office of Trade & Services,5310,5311,Retail - department stores,43,Rtail Retail
5331,Variety Stores,5330,5331,Retail - variety stores,43,Rtail Retail
5331,Office of Trade & Services,5330,5331,Retail - variety stores,43,Rtail Retail
5399,Miscellaneous General Merchandise Stores,5390,5399,Retail - Misc general merchandise stores,43,Rtail Retail
5399,Office of Trade & Services,5390,5399,Retail - Misc general merchandise stores,43,Rtail Retail
5400,Office of Trade & Services,5400,5400,Retail - food stores,43,Rtail Retail
5411,Grocery Stores,5410,5411,Retail - grocery stores,43,Rtail Retail
5411,Office of Trade & Services,5410,5411,Retail - grocery stores,43,Rtail Retail
5412,Office of Trade & Services,5412,5412,Retail - convenience stores,43,Rtail Retail
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",5420,5429,Retail - meat & fish markets,43,Rtail Retail
5431,Fruit and Vegetable Markets,5430,5439,Retail - fruit and vegetable markets,43,Rtail Retail
5441,"Candy, Nut, and Confectionery Stores",5440,5449,"Retail - candy, nut & confectionary stores",43,Rtail Retail
5451,Dairy Products Stores,5450,5459,Retail - dairy products stores,43,Rtail Retail
5461,Retail Bakeries,5460,5469,Retail - bakeries,43,Rtail Retail
5499,Miscellaneous Food Stores,5490,5499,Retail - Misc food stores,43,Rtail Retail
5500,Office of Trade & Services,5500,5500,Retail - automotive dealers and gas stations,43,Rtail Retail
5511,Motor Vehicle Dealers (New and Used),5510,5529,Retail - automotive dealers,43,Rtail Retail
5521,Motor Vehicle Dealers (Used Only),5510,5529,Retail - automotive dealers,43,Rtail Retail
5531,Auto and Home Supply Stores,5530,5539,Retail - automotive and home supply stores,43,Rtail Retail
5531,Office of Trade & Services,5530,5539,Retail - automotive and home supply stores,43,Rtail Retail
5541,Gasoline Service Stations,5540,5549,Retail - gasoline service stations,43,Rtail Retail
5551,Boat Dealers,5550,5559,Retail - boat dealers,43,Rtail Retail
5561,Recreational Vehicle Dealers,5560,5569,Retail - recreation vehicle dealers,43,Rtail Retail
5571,Motorcycle Dealers,5570,5579,Retail - motorcycle dealers,43,Rtail Retail
5599,"Automotive Dealers, Not Elsewhere Classified",5590,5599,Retail - automotive dealers,43,Rtail Retail
5600,Office of Trade & Services,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5611,Men's and Boys' Clothing and Accessory Stores,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5621,Women's Clothing Stores,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5621,Office of Trade & Services,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5632,Women's Accessory and Specialty Stores,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5641,Children's and Infants' Wear Stores,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5651,Family Clothing Stores,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5651,Office of Trade & Services,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5661,Shoe Stores,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5661,Office of Trade & Services,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5699,Miscellaneous Apparel and Accessory Stores,5600,5699,Retail - apparel & accessory stores,43,Rtail Retail
5700,Office of Trade & Services,5700,5700,Retail - home furniture and equipment stores,43,Rtail Retail
5712,Furniture Stores,5710,5719,Retail - home furnishings stores,43,Rtail Retail
5712,Office of Trade & Services,5710,5719,Retail - home furnishings stores,43,Rtail Retail
5713,Floor Covering Stores,5710,5719,Retail - home furnishings stores,43,Rtail Retail
5714,"Drapery, Curtain, and Upholstery Stores",5710,5719,Retail - home furnishings stores,43,Rtail Retail
5719,Miscellaneous home furnishings Stores,5710,5719,Retail - home furnishings stores,43,Rtail Retail
5722,Household Appliance Stores,5720,5722,Retail - household appliance stores,43,Rtail Retail
5731,"Radio, Television, and Consumer Electronics Stores",5730,5733,"Retail - radio, TV and consumer electronic stores",43,Rtail Retail
5731,Office of Trade & Services,5730,5733,"Retail - radio, TV and consumer electronic stores",43,Rtail Retail
5734,Computer and Computer Software Stores,5734,5734,Retail - computer and computer software stores,43,Rtail Retail
5734,Office of Trade & Services,5734,5734,Retail - computer and computer software stores,43,Rtail Retail
5735,Record and Prerecorded Tape Stores,5735,5735,Retail - record and tape stores,43,Rtail Retail
5735,Office of Trade & Services,5735,5735,Retail - record and tape stores,43,Rtail Retail
5736,Musical Instrument Stores,5736,5736,Retail - musical instrument stores,43,Rtail Retail
5900,Office of Trade & Services,5900,5900,Retail - Misc,43,Rtail Retail
5912,Drug Stores and Proprietary Stores,5910,5912,Retail - drug & proprietary stores,43,Rtail Retail
5912,Office of Trade & Services,5910,5912,Retail - drug & proprietary stores,43,Rtail Retail
5921,Liquor Stores,5920,5929,Retail - liquor stores,43,Rtail Retail
5932,Used Merchandise Stores,5930,5932,Retail - used merchandise stores,43,Rtail Retail
5940,Office of Trade & Services,5940,5940,Retail - Misc,43,Rtail Retail
5941,Sporting Goods Stores and Bicycle Shops,5941,5941,Retail - sporting goods stores & bike shops,43,Rtail Retail
5942,Book Stores,5942,5942,Retail - book stores,43,Rtail Retail
5943,Stationery Stores,5943,5943,Retail - stationery stores,43,Rtail Retail
5944,Jewelry Stores,5944,5944,Retail - jewelry stores,43,Rtail Retail
5944,Office of Trade & Services,5944,5944,Retail - jewelry stores,43,Rtail Retail
5945,"Hobby, Toy, and Game Shops",5945,5945,"Retail - hobby, toy and game shops",43,Rtail Retail
5945,Office of Trade & Services,5945,5945,"Retail - hobby, toy and game shops",43,Rtail Retail
5946,Camera and Photographic Supply Stores,5946,5946,Retail - camera and photographic supply stores,43,Rtail Retail
5947,"Gift, Novelty, and Souvenir Shops",5947,5947,"Retail - gift, novelty & souvenir shops",43,Rtail Retail
5948,Luggage and Leather Goods Stores,5948,5948,Retail - luggage & leather goods stores,43,Rtail Retail
5949,"Sewing, Needlework, and Piece Goods Stores",5949,5949,Retail - sewing & needlework stores,43,Rtail Retail
5960,Office of Trade & Services,5960,5969,"Retail - non-store retailers (catalogs, etc)",43,Rtail Retail
5961,Catalog and Mail-Order Houses,5960,5969,"Retail - non-store retailers (catalogs, etc)",43,Rtail Retail
5961,Office of Trade & Services,5960,5969,"Retail - non-store retailers (catalogs, etc)",43,Rtail Retail
5962,Automatic Merchandising Machine Operators,5960,5969,"Retail - non-store retailers (catalogs, etc)",43,Rtail Retail
5963,Direct Selling Establishments,5960,5969,"Retail - non-store retailers (catalogs, etc)",43,Rtail Retail
5983,Fuel Oil Dealers,5980,5989,Retail - fuel dealers & ice stores (Penn Central Co),43,Rtail Retail
5984,Liquefied Petroleum Gas (Bottled Gas) Dealers,5980,5989,Retail - fuel dealers & ice stores (Penn Central Co),43,Rtail Retail
5989,"Fuel Dealers, Not Elsewhere Classified",5980,5989,Retail - fuel dealers & ice stores (Penn Central Co),43,Rtail Retail
5990,Office of Trade & Services,5990,5990,Retail - Misc retail stores,43,Rtail Retail
5992,Florists,5992,5992,Retail - florists,43,Rtail Retail
5993,Tobacco Stores and Stands,5993,5993,Retail - tobacco stores and stands,43,Rtail Retail
5994,News Dealers and Newsstands,5994,5994,Retail - newsdealers and news stands,43,Rtail Retail
5995,Optical Goods Stores,5995,5995,Retail - optical goods stores,43,Rtail Retail
5999,"Miscellaneous Retail Stores, Not Elsewhere Classified",5999,5999,Misc retail stores,43,Rtail Retail
5810,Office of Trade & Services,5800,5819,Retail - eating places,44,"Meals Restaurants, Hotels, Motels"
5812,Eating Places,5800,5819,Retail - eating places,44,"Meals Restaurants, Hotels, Motels"
5812,Office of Trade & Services,5800,5819,Retail - eating places,44,"Meals Restaurants, Hotels, Motels"
5813,Drinking Places (alcoholic Beverages),5800,5819,Retail - eating places,44,"Meals Restaurants, Hotels, Motels"
7000,Office of Real Estate & Construction,7000,7000,Hotels & other lodging places,44,"Meals Restaurants, Hotels, Motels"
7011,Hotels and Motels,7010,7019,Hotels & motels,44,"Meals Restaurants, Hotels, Motels"
7011,Office of Real Estate & Construction,7010,7019,Hotels & motels,44,"Meals Restaurants, Hotels, Motels"
7041,"Organization Hotels and Lodging Houses, on Membership Basis",7040,7049,Membership hotels and lodging houses,44,"Meals Restaurants, Hotels, Motels"
7213,Linen Supply,7213,7213,Services - linen supply,44,"Meals Restaurants, Hotels, Motels"
6011,Federal Reserve Banks,6010,6019,Federal reserve banks,45,Banks Banking
6012,Pay Day Lenders,6010,6019,Federal reserve banks,45,Banks Banking
6019,"Central Reserve Depository Institutions, Not Elsewhere Classified",6010,6019,Federal reserve banks,45,Banks Banking
6021,National Commercial Banks,6021,6021,National commercial banks,45,Banks Banking
6021,Office of Finance,6021,6021,National commercial banks,45,Banks Banking
6022,State Commercial Banks,6022,6022,State commercial banks - Fed Res System,45,Banks Banking
6022,Office of Finance,6022,6022,State commercial banks - Fed Res System,45,Banks Banking
6029,"Commercial Banks, Not Elsewhere Classified",6028,6029,Misc commercial banks,45,Banks Banking
6029,Office of Finance,6028,6029,Misc commercial banks,45,Banks Banking
6035,"Savings Institutions, Federally Chartered",6030,6036,Savings institutions,45,Banks Banking
6035,Office of Finance,6030,6036,Savings institutions,45,Banks Banking
6036,"Savings Institutions, Not Federally Chartered",6030,6036,Savings institutions,45,Banks Banking
6036,Office of Finance,6030,6036,Savings institutions,45,Banks Banking
6061,"Credit Unions, Federally Chartered",6060,6062,Credit unions,45,Banks Banking
6062,"Credit Unions, Not Federally Chartered",6060,6062,Credit unions,45,Banks Banking
6081,Branches and Agencies of Foreign Banks,6080,6082,Foreign banks,45,Banks Banking
6082,Foreign Trade and International Banking Institutions,6080,6082,Foreign banks,45,Banks Banking
6091,"Non-deposit Trust Facilities,",6090,6099,Functions related to depository banking,45,Banks Banking
6099,"Functions Related to Depository Banking, Not Elsewhere Classified",6090,6099,Functions related to depository banking,45,Banks Banking
6099,Office of Finance,6090,6099,Functions related to depository banking,45,Banks Banking
6111,Federal and Federally-Sponsored Credit Agencies,6110,6111,Federal credit agencies,45,Banks Banking
6111,Office of Finance,6110,6111,Federal credit agencies,45,Banks Banking
6141,Personal Credit Institutions,6140,6149,Personal credit institutions (Beneficial),45,Banks Banking
6141,Office of Finance,6140,6149,Personal credit institutions (Beneficial),45,Banks Banking
6153,"Short-Term Business Credit Institutions, Except Agricultural",6150,6159,Business credit institutions,45,Banks Banking
6153,Office of Finance,6150,6159,Business credit institutions,45,Banks Banking
6159,Miscellaneous business Credit Institutions,6150,6159,Business credit institutions,45,Banks Banking
6159,Office of Finance,6150,6159,Business credit institutions,45,Banks Banking
6162,Mortgage Bankers and Loan Correspondents,6160,6169,Mortgage bankers and brokers,45,Banks Banking
6162,Office of Finance,6160,6169,Mortgage bankers and brokers,45,Banks Banking
6163,Loan Brokers,6160,6169,Mortgage bankers and brokers,45,Banks Banking
6163,Office of Finance,6160,6169,Mortgage bankers and brokers,45,Banks Banking
6172,Office of Finance,6170,6179,Finance lessors,45,Banks Banking
6199,Office of Finance,6190,6199,Financial services,45,Banks Banking
6311,Life Insurance,6310,6319,Life insurance,46,Insur Insurance
6311,Office of Finance,6310,6319,Life insurance,46,Insur Insurance
6321,Accident and Health Insurance,6320,6329,Accident and health insurance,46,Insur Insurance
6321,Office of Finance,6320,6329,Accident and health insurance,46,Insur Insurance
6324,Hospital and Medical Service Plans,6320,6329,Accident and health insurance,46,Insur Insurance
6324,Office of Finance,6320,6329,Accident and health insurance,46,Insur Insurance
6331,"Fire, Marine, and Casualty Insurance",6330,6331,"Fire, marine & casualty insurance",46,Insur Insurance
6331,Office of Finance,6330,6331,"Fire, marine & casualty insurance",46,Insur Insurance
6351,Surety Insurance,6350,6351,Surety insurance,46,Insur Insurance
6351,Office of Finance,6350,6351,Surety insurance,46,Insur Insurance
6361,Title Insurance,6360,6361,Title insurance,46,Insur Insurance
6361,Office of Finance,6360,6361,Title insurance,46,Insur Insurance
6371,"Pension, Health, and Welfare Funds",6370,6379,"Pension, health & welfare funds",46,Insur Insurance
6399,"Insurance Carriers, Not Elsewhere Classified",6390,6399,Misc insurance carriers,46,Insur Insurance
6399,Office of Finance,6390,6399,Misc insurance carriers,46,Insur Insurance
6411,"Insurance Agents, Brokers, and Service",6400,6411,"Insurance agents, brokers & service",46,Insur Insurance
6411,Office of Finance,6400,6411,"Insurance agents, brokers & service",46,Insur Insurance
6500,Office of Real Estate & Construction,6500,6500,Real estate,47,RlEst Real Estate
6510,Office of Real Estate & Construction,6510,6510,Real estate operators and lessors,47,RlEst Real Estate
6512,Operators of Nonresidential Buildings,6512,6512,Operators - non-resident buildings,47,RlEst Real Estate
6512,Office of Real Estate & Construction,6512,6512,Operators - non-resident buildings,47,RlEst Real Estate
6513,Operators of Apartment Buildings,6513,6513,Operators - apartment buildings,47,RlEst Real Estate
6513,Office of Real Estate & Construction,6513,6513,Operators - apartment buildings,47,RlEst Real Estate
6514,Operators of Dwellings Other Than Apartment Buildings,6514,6514,Operators - other than apartment,47,RlEst Real Estate
6515,Operators of Residential Mobile Home Sites,6515,6515,Operators - residential mobile home,47,RlEst Real Estate
6517,Lessors of Railroad Property,6517,6519,Lessors of railroad & real property,47,RlEst Real Estate
6519,"Lessors of Real Property, Not Elsewhere Classified",6517,6519,Lessors of railroad & real property,47,RlEst Real Estate
6519,Office of Real Estate & Construction,6517,6519,Lessors of railroad & real property,47,RlEst Real Estate
6531,Real Estate Agents and Managers,6530,6531,Real estate agents and managers,47,RlEst Real Estate
6531,Office of Real Estate & Construction,6530,6531,Real estate agents and managers,47,RlEst Real Estate
6532,Office of Real Estate & Construction,6532,6532,Real estate dealers,47,RlEst Real Estate
6541,Title Abstract Offices,6540,6541,Title abstract offices,47,RlEst Real Estate
6552,"Land Subdividers and Developers, Except Cemeteries",6550,6553,Land subdividers & developers,47,RlEst Real Estate
6552,Office of Real Estate & Construction,6550,6553,Land subdividers & developers,47,RlEst Real Estate
6553,Cemetery Subdividers and Developers,6550,6553,Land subdividers & developers,47,RlEst Real Estate
6200,Office of Finance,6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6211,"Security Brokers, Dealers, and Flotation Companies",6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6211,Office of Finance,6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6221,Commodity Contracts Brokers and Dealers,6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6221,Office of Finance,6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6231,Security and Commodity Exchanges,6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6282,Investment Advice,6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6282,Office of Finance,6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6289,"Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified",6200,6299,"Security and commodity brokers, dealers, exchanges & services",48,Fin Trading
6712,Offices of Bank Holding Companies,6710,6719,Holding offices,48,Fin Trading
6719,"Offices of Holding Companies, Not Elsewhere Classified",6710,6719,Holding offices,48,Fin Trading
6722,"Management Investment Offices, Open-End",6720,6722,"Management investment offices, open-end",48,Fin Trading
6726,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",6726,6726,"Unit investment trusts, closed-end",48,Fin Trading
6732,"Educational, Religious, and Charitable Trusts",6730,6733,Trusts,48,Fin Trading
6733,"Trusts, Except Educational, Religious, and Charitable",6730,6733,Trusts,48,Fin Trading
6770,Office of Real Estate & Construction,6740,6779,Investment offices,48,Fin Trading
6792,Oil Royalty Traders,6792,6792,Oil royalty traders,48,Fin Trading
6792,Office of Real Estate & Construction,6792,6792,Oil royalty traders,48,Fin Trading
6794,Patent Owners and Lessors,6794,6794,Patent owners & lessors,48,Fin Trading
6794,Office of Real Estate & Construction,6794,6794,Patent owners & lessors,48,Fin Trading
6795,Office of Real Estate & Construction,6795,6795,Mineral royalty traders,48,Fin Trading
6798,Real Estate Investment Trusts,6798,6798,REIT,48,Fin Trading
6798,Office of Real Estate & Construction,6798,6798,REIT,48,Fin Trading
6799,"Investors, Not Elsewhere Classified",6799,6799,"Investors, NEC",48,Fin Trading
6799,Office of Real Estate & Construction,6799,6799,"Investors, NEC",48,Fin Trading
4950,Office of Energy & Transportation,4950,4959,Sanitary services,49,Other Almost Nothing
4952,Sewerage Systems,4950,4959,Sanitary services,49,Other Almost Nothing
4953,Refuse Systems,4950,4959,Sanitary services,49,Other Almost Nothing
4953,Office of Energy & Transportation,4950,4959,Sanitary services,49,Other Almost Nothing
4955,Office of Energy & Transportation,4950,4959,Sanitary services,49,Other Almost Nothing
4959,"Sanitary Services, Not Elsewhere Classified",4950,4959,Sanitary services,49,Other Almost Nothing
4961,Steam and Air-Conditioning Supply,4960,4961,Steam & air conditioning supplies,49,Other Almost Nothing
4961,Office of Energy & Transportation,4960,4961,Steam & air conditioning supplies,49,Other Almost Nothing
4971,Irrigation Systems,4970,4971,Irrigation systems,49,Other Almost Nothing
4991,Office of Energy & Transportation,4990,4991,Cogeneration - SM power producer,49,Other Almost Nothing
